to be interested in,to bore
to begin,to end
to begin,to stop
to begin,to finish
to borrow,to lend
to break,to mend
to break,to fix
to build,to destroy
to buy,to sell
to catch,to miss
to catch,to throw
to close,to open
to come,to go
to connect,to separate
to continue,to interrupt
to create,to destroy
to cry (schreien),to whisper
to cry (weinen),to laugh
to damage,to repair
to defend,to attack
to deny,to admit
to depart,to arrive
to destroy,to build
to destroy,to create
to destroy,to form
to die,to live
to divide,to unite
to divorce,to marry
to emigrate,to immigrate
to end,to begin
to enjoy,to hate
to enter,to leave
to exclude,to include
to fail,to succeed
to fail,to pass
to find,to lose
to finish,to begin
to fix,to break
to follow,to lead
to forbid,to allow
to forbid,to let
to forbid,to permit
to forget,to remember
to form,to destroy
to free,to arrest
to freeze,to melt
to give,to take
to go,to come
to go,to stop
to harvest,to plant
to hate,to enjoy
to hate,to like
to hate,to love
to hit,to miss
to ignore,to notice
to immigrate,to emigrate
to include,to exclude
to increase,to reduce
to interrupt,to continue
to land (Flugzeug),to take off
to laugh,to cry
to lead,to follow
to learn,to teach
to leave,to arrive
to leave,to enter
to lend,to borrow
to let,to forbid
to lie,to stand
to like,to hate
to live,to die
to lose,to find
to lose,to win
to love,to hate
to lower,to raise
to marry,to divorce
to melt,to freeze
to mend,to break
to miss (verfehlen),to hit
to miss (verpassen),to catch
to notice,to ignore
to pass,to fail
to permit,to forbid
to plant,to harvest
to protect,to attack
to pull,to push
to push,to pull
to raise,to lower
to receive,to send
to reduce,to increase
to refuse,to agree
to refuse,to accept
to remember,to forget
to repair,to damage
to reply,to ask
to rest,to work
to rise,to sink
to satisfy,to annoy
to save,to spend
to save,to waste
to scream,to whisper
to sell,to buy
to send,to receive
to send,to save
to separate,to connect
to separate,to unite
to set free,to arrest
to shout,to whisper
to shut,to open
to sink,to rise
to sit,to stand
to stand,to sit
to stand,to lie
to start,to stop
to stop,to start
to stop,to go
to subtract,to add
to succeed,to fail
to suspect,to trust
to take,to give
to take off,to land
to teach,to learn
to throw,to catch
to trust,to suspect
to unite,to divide
to unite,to separate
to waste,to save
to whisper,to scream
to whisper,to shout
to win,to lose
to work,to rest
together,apart
tomorrow,yesterday
top,bottom
total,partial
town,village
tragedy,comedy
ugliness,beauty
ugly,beautiful
ugly,handsome (boys)
ugly,pretty (girls)
under,over
unity,division
up,down
upstairs,downstairs
urban,rural
useful,useless
useless,useful
vacant,occupied
valley,mountain
vertical,horizontal
victory,defeat
village,town
violent,gentle
visitor,host
voluntary,compulsory
vowel,consonant
war,peace
warm,cool
water,land
weak,powerful
weak,strong
wealth,poverty
wealthy,poor
wedding,divorce
well (gesund),ill
west,east
wet,dry
white,black
whole,part
wide,narrow
wife,husband
winner,loser
winter,summer
woman,man
women,men
worse,better
worst,best
wrong,correct
wrong,right
yes,no
yesterday,tomorrow
young,old
FALSE,correct
FALSE,TRUE
TRUE,FALSE
