"","lemmas_final.s","trat.Info.1.0_nouns"
"292","persons","person"
"294","pets","pet"
"295","phones","phone"
"296","photos","photo"
"297","picnics","picnic"
"298","pictures","picture"
"299","pigs","pig"
"300","pizzas","pizza"
"301","places","place"
"303","planes","plane"
"305","plants","plant"
"306","plates","plate"
"307","players","player"
"308","problems","problem"
"309","quarters","quarter"
"310","questions","question"
"311","radios","radio"
"312","rains","rain"
"313","readings","reading"
"314","refrigerators","refrigerator"
"315","restaurants","restaurant"
"316","rices","rice"
"318","rivers","river"
"319","roads","road"
"321","rooms","room"
"322","salts","salt"
"323","saturdays","saturday"
"324","schools","school"
"325","sentences","sentence"
"326","shirts","shirt"
"327","shoes","shoe"
"328","showers","shower"
"329","sisters","sister"
"330","skirts","skirt"
"331","snows","snow"
"332","sons","son"
"334","soups","soup"
"335","sports","sport"
"336","stations","station"
"337","stops","stop"
"338","stores","store"
"339","streets","street"
"340","students","student"
"341","subjects","subject"
"342","subways","subway"
"343","sugars","sugar"
"344","summers","summer"
"345","suns","sun"
"347","sundays","sunday"
"348","supermarkets","supermarket"
"349","tables","table"
"350","taxis","taxi"
"351","teas","tea"
"352","teachers","teacher"
"354","televisions","television"
"356","tennis","tennis"
"358","tests","test"
"360","things","thing"
"361","thursdays","thursday"
"362","tickets","ticket"
"363","times","time"
"364","todays","today"
"366","toilets","toilet"
"367","tomorrows","tomorrow"
"370","towns","town"
"371","trains","train"
"372","trees","tree"
"373","tuesdays","tuesday"
"374","tvs","tv"
"375","vacations","vacation"
"376","vegetables","vegetable"
"377","villages","village"
"378","waiters","waiter"
"379","waitress","waitress"
"380","walls","wall"
"381","waters","water"
"382","weathers","weather"
"383","wednesdays","wednesday"
"384","weeks","week"
"385","weekends","weekend"
"387","winds","wind"
"388","windows","window"
"390","wines","wine"
"391","winters","winter"
"392","words","word"
"393","works","work"
"394","worlds","world"
"395","writings","writing"
"396","years","year"
"397","zoos","zoo"
"398","accidents","accident"
"399","actors","actor"
"400","adjectives","adjective"
"401","adventures","adventure"
"402","adverbs","adverb"
"403","advertisements","advertisement"
"404","airs","air"
"405","airplanes","airplane"
"406","airports","airport"
"407","albums","album"
"408","alcohols","alcohol"
"409","answers","answer"
"410","apartments","apartment"
"411","appointments","appointment"
"412","areas","area"
"413","armchairs","armchair"
"415","arts","art"
"416","artists","artist"
"418","aunts","aunt"
"419","backs","back"
"420","backpacks","backpack"
"421","balloons","balloon"
"422","bandages","bandage"
"423","bars","bar"
"424","barbecues","barbecue"
"426","bears","bear"
"427","beginners","beginner"
"428","beginnings","beginning"
"429","belts","belt"
"430","bicycles","bicycle"
"431","bills","bill"
"432","births","birth"
"433","blacks","black"
"434","blackboards","blackboard"
"435","blankets","blanket"
"437","blocks","block"
"438","bloods","blood"
"439","blues","blue"
"441","boards","board"
"450","boss","boss"
"461","bottles","bottle"
"462","bottoms","bottom"
"464","bowls","bowl"
"465","boyfriends","boyfriend"
"466","bracelets","bracelet"
"467","brains","brain"
"468","breaks","break"
"469","bridges","bridge"
"471","browns","brown"
"472","buildings","building"
"473","burgers","burger"
"474","business","business"
"476","cabinets","cabinet"
"477","cafeterias","cafeteria"
"478","calendars","calendar"
"479","calls","call"
"480","cans","can"
"481","caps","cap"
"482","capitals","capital"
"484","cards","card"
"485","carpets","carpet"
"486","carrots","carrot"
"487","cartoons","cartoon"
"488","cases","case"
"489","castles","castle"
"490","cathedrals","cathedral"
"491","ceilings","ceiling"
"492","cents","cent"
"493","centers","center"
"494","centimeters","centimeter"
"495","cereals","cereal"
"496","chains","chain"
"497","champagnes","champagne"
"498","changes","change"
"499","channels","channel"
"500","chats","chat"
"501","checks","check"
"502","chefs","chef"
"504","chess","chess"
"505","chests","chess"
"508","chickens","chicken"
"509","cigarettes","cigarette"
"510","circles","circle"
"515","clasps","class"
"516","class","class"
"517","clasts","class"
"523","classmates","classmate"
"524","cleaners","cleaner"
"525","clicks","click"
"527","closets","closet"
"528","clouds","cloud"
"529","clowns","clown"
"530","clubs","club"
"531","colas","cola"
"533","colds","cold"
"535","colleagues","colleague"
"536","colleges","college"
"537","combs","comb"
"538","comics","comic"
"539","competitions","competition"
"540","concerts","concert"
"541","contacts","contact"
"543","cooks","cook"
"544","cookies","cookie"
"545","corners","corner"
"548","costs","cost"
"550","courses","course"
"551","cousins","cousin"
"552","creams","cream"
"553","crickets","cricket"
"555","crowds","crowd"
"556","curtains","curtain"
"557","customers","customer"
"558","dances","dance"
"559","dancers","dancer"
"561","dangers","danger"
"562","days","day"
"563","decks","deck"
"564","degrees","degree"
"565","delays","delay"
"566","dentists","dentist"
"567","departments","department"
"568","deserts","desert"
"569","desserts","dessert"
"570","differences","difference"
"571","dinosaurs","dinosaur"
"572","diplomas","diploma"
"573","directions","directions"
"575","discos","disco"
"576","discounts","discount"
"578","documents","document"
"579","drawers","drawer"
"580","drawings","drawing"
"581","dreams","dream"
"583","dressers","dresser"
"584","drinks","drink"
"585","drivers","driver"
"587","drums","drum"
"588","ducks","duck"
"589","earrings","earring"
"590","elephants","elephant"
"591","elevators","elevator"
"592","ends","end"
"594","engines","engine"
"595","engineers","engineer"
"596","entrances","entrance"
"597","envelopes","envelope"
"599","euros","euro"
"600","exams","exam"
"601","examinations","examination"
"602","exercises","exercise"
"603","exits","exit"
"604","facts","fact"
"605","falls","fall"
"606","fans","fan"
"608","farmers","farmer"
"609","fashions","fashion"
"610","fields","field"
"611","files","file"
"612","fingers","finger"
"614","fires","fire"
"615","flights","flight"
"616","floors","floor"
"617","fogs","fog"
"618","folders","folder"
"619","footballs","football"
"620","forests","forest"
"621","forks","fork"
"622","forms","form"
"623","friends","friend"
"625","games","game"
"626","garages","garage"
"627","garlics","garlic"
"628","agas","gas"
"632","gabs","gas"
"633","gags","gas"
"634","gams","gas"
"635","gaps","gas"
"636","gars","gas"
"637","gas","gas"
"638","gays","gas"
"639","gals","gas"
"640","gras","gas"
"642","gates","gate"
"643","gifts","gift"
"644","girlfriends","girlfriend"
"645","gloves","glove"
"646","goals","goal"
"647","grades","grade"
"648","graduates","graduate"
"649","grams","gram"
"651","grammars","grammar"
"652","granddads","granddad"
"653","granddaughters","granddaughter"
"654","grandfathers","grandfather"
"655","grandmas","grandma"
"656","grandmothers","grandmother"
"657","grandpas","grandpa"
"658","grandparents","grandparent"
"659","grandsons","grandson"
"660","grapes","grape"
"662","grays","gray"
"663","greens","green"
"665","guests","guest"
"666","guides","guide"
"667","guidebooks","guidebook"
"668","guys","guy"
"669","gyms","gym"
"670","halfs","half"
"671","halls","hall"
"672","hams","ham"
"674","headaches","headache"
"676","hearts","heart"
"677","heats","heat"
"678","helicopters","helicopter"
"679","helps","help"
"680","highways","highway"
"681","hills","hill"
"683","honeys","honey"
"685","ids","id"
"686","ideas","idea"
"688","identifications","identification"
"689","insects","insect"
"690","instruments","instrument"
"691","invitations","invitation"
"692","islands","island"
"694","its","it"
"695","jams","jam"
"697","jobs","job"
"698","keys","key"
"699","keyboards","keyboard"
"700","kicks","kick"
"701","kids","kid"
"702","kilos","kilo"
"703","kilograms","kilogram"
"704","kilometers","kilometer"
"705","kings","king"
"709","kiss","kiss"
"710","kists","kiss"
"716","kites","kite"
"717","lakes","lake"
"719","lamps","lamp"
"720","laptops","laptop"
"721","leathers","leather"
"722","lefts","left"
"723","lemons","lemon"
"724","lemonades","lemonade"
"725","letters","letter"
"726","levels","level"
"727","licenses","license"
"728","lifts","lift"
"729","lights","light"
"730","lines","line"
"731","lions","lion"
"732","lists","list"
"733","liters","liter"
"734","luggages","luggage"
"735","lunchtimes","lunchtime"
"736","machines","machine"
"737","magazines","magazine"
"738","mails","mail"
"740","managers","manager"
"742","maps","map"
"744","marks","mark"
"745","markets","market"
"747","maths","math"
"748","mechanics","mechanic"
"749","medicines","medicine"
"750","meetings","meeting"
"751","melons","melon"
"752","members","member"
"754","menus","menu"
"756","meters","meter"
"757","minutes","minute"
"758","mirrors","mirror"
"759","mistakes","mistake"
"761","models","model"
"762","moments","moment"
"763","monkeys","monkey"
"764","mosques","mosque"
"765","motorcycles","motorcycle"
"766","mountains","mountain"
"768","mugs","mug"
"769","mushrooms","mushroom"
"770","natures","nature"
"771","necks","neck"
"772","necklaces","necklace"
"773","neighbors","neighbor"
"778","news","news"
"779","newts","news"
"783","newspapers","newspaper"
"784","noons","noon"
"785","notebooks","notebook"
"786","notices","notice"
"787","nouns","noun"
"789","nurses","nurse"
"790","occupations","occupation"
"791","oceans","ocean"
"792","offers","offer"
"793","offices","office"
"794","oils","oil"
"795","omelets","omelet"
"796","onions","onion"
"797","operas","opera"
"798","oranges","orange"
"799","orders","order"
"800","pages","page"
"801","pains","pain"
"803","painters","painter"
"804","paintings","painting"
"805","pairs","pair"
"808","pajamas","pajamas"
"809","partners","partner"
"810","passengers","passenger"
"811","passports","passport"
"813","pastas","pasta"
"815","paths","path"
"817","pears","pear"
"818","peppers","pepper"
"819","perfumes","perfume"
"820","photographs","photograph"
"821","photographers","photographer"
"823","physics","physics"
"826","pianos","piano"
"827","pieces","piece"
"828","pillows","pillow"
"829","pilots","pilot"
"831","pinks","pink"
"832","places","place"
"833","plans","plan"
"835","plastics","plastic"
"836","platforms","platform"
"838","plays","play"
"839","players","player"
"840","playgrounds","playground"
"841","plurals","plural"
"842","pockets","pocket"
"843","polices","police"
"844","pools","pool"
"845","pops","pop"
"846","postcards","postcard"
"847","posters","poster"
"848","practices","practice"
"849","presents","present"
"850","presidents","president"
"851","prices","price"
"852","principals","principal"
"853","printers","printer"
"854","prizes","prize"
"855","programs","program"
"856","projects","project"
"857","purples","purple"
"858","purses","purse"
"859","puzzles","puzzle"
"860","quarters","quarter"
"861","queens","queen"
"862","questions","question"
"864","rabbits","rabbit"
"865","races","race"
"866","rackets","racket"
"867","railroads","railroad"
"868","raincoats","raincoat"
"869","raps","rap"
"870","rats","rat"
"871","reasons","reason"
"872","receipts","receipt"
"873","receptionists","receptionist"
"874","reds","red"
"876","rents","rent"
"878","rests","rest"
"879","restrooms","restroom"
"880","rights","right"
"881","rings","ring"
"882","rocks","rock"
"884","roofs","roof"
"885","roommates","roommate"
"886","rulers","ruler"
"888","runners","runner"
"889","sailings","sailing"
"890","salads","salad"
"891","salespersons","salesperson"
"892","sauces","sauce"
"893","sausages","sausage"
"895","schedules","schedule"
"896","schools","school"
"897","sciences","science"
"898","scissors","scissors"
"899","scooters","scooter"
"901","screens","screen"
"902","seas","sea"
"904","seats","seat"
"905","seconds","second"
"906","semesters","semester"
"907","sets","set"
"908","shampoos","shampoo"
"909","ships","ship"
"910","shops","shop"
"917","shorts","shorts"
"922","shows","show"
"923","sides","side"
"924","signs","sign"
"925","singers","singer"
"927","singulars","singular"
"929","sinks","sink"
"931","sites","site"
"932","sizes","size"
"933","skates","skate"
"934","skateboards","skateboard"
"935","skiings","skiing"
"936","slices","slice"
"937","snacks","snack"
"938","snakes","snake"
"939","sneakers","sneaker"
"940","soaps","soap"
"941","soccers","soccer"
"942","socks","sock"
"943","sofas","sofa"
"944","softwares","software"
"946","songs","song"
"947","sorts","sort"
"949","souls","soul"
"950","sounds","sound"
"951","spaces","space"
"952","speakers","speaker"
"953","spellings","spelling"
"954","spoons","spoon"
"955","springs","spring"
"956","squares","square"
"957","stadiums","stadium"
"958","staffs","staff"
"960","stages","stage"
"962","stairs","stairs"
"965","stamps","stamp"
"966","stars","star"
"967","steaks","steak"
"968","stomachs","stomach"
"969","stomachaches","stomachache"
"970","storms","storm"
"971","stoves","stove"
"972","suits","suit"
"973","suitcases","suitcase"
"974","sunglasses","sunglasses"
"975","superlatives","superlative"
"976","suppers","supper"
"977","surprises","surprise"
"978","sweaters","sweater"
"983","sweets","sweets"
"985","swims","swim"
"986","swimsuits","swimsuit"
"988","teams","team"
"989","teenagers","teenager"
"990","telephones","telephone"
"991","temperatures","temperature"
"992","texts","text"
"993","textbooks","textbook"
"994","theaters","theater"
"996","things","thing"
"997","thunderstorms","thunderstorm"
"999","ties","tie"
"1007","tights","tights"
"1008","times","time"
"1009","tires","tire"
"1010","toasts","toast"
"1011","toes","toe"
"1012","toothaches","toothache"
"1013","tops","top"
"1014","tours","tour"
"1015","tourists","tourist"
"1016","towels","towel"
"1018","towns","town"
"1019","toys","toy"
"1020","trams","tram"
"1021","trips","trip"
"1023","types","type"
"1024","umbrellas","umbrella"
"1025","uncles","uncle"
"1026","uniforms","uniform"
"1027","uses","use"
"1029","verbs","verb"
"1031","videos","video"
"1033","views","view"
"1034","violins","violin"
"1035","visitors","visitor"
"1036","volleyballs","volleyball"
"1037","walks","walk"
"1038","wallets","wallet"
"1040","wars","war"
"1041","waters","water"
"1043","ways","way"
"1044","weekdays","weekday"
"1045","wheels","wheel"
"1047","whites","white"
"1048","winners","winner"
"1050","woods","wood"
"1059","woods","woods"
"1063","wools","wool"
"1064","works","work"
"1065","workbooks","workbook"
"1066","workers","worker"
"1067","writings","writing"
"1068","yards","yard"
"1069","years","year"
"1070","yellows","yellow"
"1071","yogurts","yogurt"
"1072","accents","accent"
"1073","access","access"
"1074","accounts","account"
"1075","accountants","accountant"
"1076","aches","ache"
"1077","achievements","achievement"
"1078","acts","act"
"1079","actions","action"
"1080","admissions","admission"
"1081","advantages","advantage"
"1084","agers","ages"
"1085","ages","ages"
"1086","agues","ages"
"1093","cages","ages"
"1094","mages","ages"
"1095","pages","ages"
"1096","rages","ages"
"1097","sages","ages"
"1098","wages","ages"
"1099","aims","aim"
"1100","airlines","airline"
"1101","alarms","alarm"
"1102","albums","album"
"1103","alphabets","alphabet"
"1104","ambitions","ambition"
"1105","ambulances","ambulance"
"1106","amounts","amount"
"1107","angels","angel"
"1108","animations","animation"
"1109","ankles","ankle"
"1110","announcements","announcement"
"1111","answers","answer"
"1112","ants","ant"
"1113","antiques","antique"
"1114","appearances","appearance"
"1115","applications","application"
"1116","architects","architect"
"1117","architectures","architecture"
"1118","areas","area"
"1119","arguments","argument"
"1120","arrangements","arrangement"
"1121","arrivals","arrival"
"1122","articles","article"
"1123","aspirins","aspirin"
"1124","assignments","assignment"
"1125","assistants","assistant"
"1126","athletes","athlete"
"1127","atmospheres","atmosphere"
"1128","attacks","attack"
"1129","attentions","attention"
"1130","attitudes","attitude"
"1131","attractions","attraction"
"1132","audiences","audience"
"1133","authors","author"
"1134","averages","average"
"1135","babysitters","babysitter"
"1136","backaches","backache"
"1137","backgrounds","background"
"1138","backpackers","backpacker"
"1139","backyards","backyard"
"1140","bacons","bacon"
"1141","bakers","baker"
"1143","barbers","barber"
"1144","barbershops","barbershop"
"1145","bargains","bargain"
"1146","baskets","basket"
"1147","bats","bat"
"1148","bathtubs","bathtub"
"1149","battles","battle"
"1150","bays","bay"
"1151","bees","bee"
"1153","beefs","beef"
"1154","behaviors","behavior"
"1155","bells","bell"
"1156","benefits","benefit"
"1157","bikes","bike"
"1158","bills","bill"
"1159","bits","bit"
"1160","blogs","blog"
"1161","bloggers","blogger"
"1163","boards","board"
"1165","bombs","bomb"
"1166","bones","bone"
"1168","books","book"
"1169","borders","border"
"1170","bottoms","bottom"
"1171","brakes","brake"
"1172","breaks","break"
"1173","breasts","breast"
"1174","breaths","breath"
"1175","breezes","breeze"
"1176","brides","bride"
"1177","broccolis","broccoli"
"1178","brochures","brochure"
"1179","buckets","bucket"
"1180","bugs","bug"
"1182","builders","builder"
"1183","bulbs","bulb"
"1184","bulls","bull"
"1185","business","business"
"1187","butchers","butcher"
"1188","buttons","button"
"1189","buyers","buyer"
"1190","cabs","cab"
"1191","cabbages","cabbage"
"1192","cabins","cabin"
"1193","cables","cable"
"1194","cages","cage"
"1195","calculators","calculator"
"1196","calls","call"
"1197","camels","camel"
"1199","camps","camp"
"1200","campsites","campsite"
"1201","canals","canal"
"1202","cancers","cancer"
"1203","candles","candle"
"1204","captains","captain"
"1206","cards","card"
"1208","cares","care"
"1209","careers","career"
"1210","cases","case"
"1211","caves","cave"
"1212","celebrations","celebration"
"1213","certificates","certificate"
"1214","chains","chain"
"1215","challenges","challenge"
"1216","champions","champion"
"1217","championships","championship"
"1218","chances","chance"
"1219","changes","change"
"1220","chapters","chapter"
"1221","characters","character"
"1222","charges","charge"
"1223","checks","check"
"1224","checkouts","checkout"
"1225","cheeks","cheek"
"1226","chemists","chemist"
"1227","childhoods","childhood"
"1228","chilis","chili"
"1229","chins","chin"
"1230","choices","choice"
"1231","cinemas","cinema"
"1232","circus","circus"
"1234","cliffs","cliff"
"1235","climates","climate"
"1236","clinics","clinic"
"1237","clubs","club"
"1238","coasts","coast"
"1239","coconuts","coconut"
"1241","cods","cod"
"1242","coins","coin"
"1243","collars","collar"
"1244","collections","collection"
"1245","commas","comma"
"1247","comments","comment"
"1248","commercials","commercial"
"1249","communications","communication"
"1250","competitors","competitor"
"1252","complaints","complaint"
"1253","compositions","composition"
"1254","conclusions","conclusion"
"1255","conditions","condition"
"1256","conferences","conference"
"1257","connections","connection"
"1258","consonants","consonant"
"1259","contacts","contact"
"1262","contents","contents"
"1267","contests","contest"
"1268","continents","continent"
"1269","contracts","contract"
"1271","corns","corn"
"1272","corrections","correction"
"1273","cottages","cottage"
"1274","cottons","cotton"
"1275","coughs","cough"
"1276","couples","couple"
"1278","courses","course"
"1280","courts","court"
"1282","covers","cover"
"1284","creams","cream"
"1285","creatures","creature"
"1286","credits","credit"
"1287","crews","crew"
"1288","crimes","crime"
"1290","criminals","criminal"
"1291","crops","crop"
"1292","across","cross"
"1297","cross","cross"
"1301","crossings","crossing"
"1302","cruises","cruise"
"1303","cucumbers","cucumber"
"1304","cultures","culture"
"1305","cups","cup"
"1306","cupboards","cupboard"
"1307","curriculums","curriculum"
"1308","cushions","cushion"
"1309","customs","custom"
"1310","customs","customs"
"1311","cuts","cut"
"1312","cyclists","cyclist"
"1313","damages","damage"
"1314","dances","dance"
"1315","dangers","danger"
"1316","dates","date"
"1317","deaths","death"
"1318","decisions","decision"
"1319","decreases","decrease"
"1320","defeats","defeat"
"1321","defenses","defense"
"1322","degrees","degree"
"1324","demands","demand"
"1325","departures","departure"
"1326","deposits","deposit"
"1327","depths","depth"
"1329","descriptions","description"
"1330","designs","design"
"1331","designers","designer"
"1332","destinations","destination"
"1333","details","detail"
"1334","detectives","detective"
"1335","developments","development"
"1336","diagrams","diagram"
"1338","diets","diet"
"1339","differences","difference"
"1340","directions","direction"
"1341","directors","director"
"1342","disadvantages","disadvantage"
"1343","disappointments","disappointment"
"1344","discussions","discussion"
"1345","diseases","disease"
"1346","dishwashers","dishwasher"
"1348","disks","disk"
"1349","displays","display"
"1350","distances","distance"
"1351","districts","district"
"1352","divers","diver"
"1354","divorces","divorce"
"1355","documents","document"
"1356","dolphins","dolphin"
"1357","donkeys","donkey"
"1358","dots","dot"
"1359","doubts","doubt"
"1360","downloads","download"
"1362","dozens","dozen"
"1364","dramas","drama"
"1365","dreams","dream"
"1366","drives","drive"
"1367","drops","drop"
"1368","drugstores","drugstore"
"1369","dusts","dust"
"1370","earaches","earache"
"1371","earths","earth"
"1372","economics","economics"
"1374","edges","edge"
"1375","educations","education"
"1376","effects","effect"
"1377","efforts","effort"
"1378","elbows","elbow"
"1379","elections","election"
"1380","employees","employee"
"1381","employers","employer"
"1382","employments","employment"
"1383","endings","ending"
"1384","entertainments","entertainment"
"1385","entrances","entrance"
"1386","equipments","equipment"
"1387","essays","essay"
"1389","events","event"
"1390","exchanges","exchange"
"1391","excitements","excitement"
"1392","excuses","excuse"
"1393","exhibitions","exhibition"
"1394","expeditions","expedition"
"1395","experiences","experience"
"1396","experiments","experiment"
"1397","experts","expert"
"1398","explanations","explanation"
"1399","extras","extra"
"1400","fairs","fair"
"1401","falls","fall"
"1402","fans","fan"
"1404","fares","fare"
"1405","fashions","fashion"
"1407","faucets","faucet"
"1408","favors","favor"
"1409","favorites","favorite"
"1410","fears","fear"
"1411","fees","fee"
"1412","feelings","feeling"
"1413","festivals","festival"
"1414","fevers","fever"
"1415","fictions","fiction"
"1416","fields","field"
"1417","fifths","fifth"
"1418","fights","fight"
"1419","figures","figure"
"1420","films","film"
"1421","finals","final"
"1423","fines","fine"
"1426","fires","fire"
"1427","firefighters","firefighter"
"1428","fireworks","firework"
"1430","fitness","fitness"
"1432","flags","flag"
"1433","flavors","flavor"
"1434","floods","flood"
"1435","floors","floor"
"1436","flours","flour"
"1437","flutes","flute"
"1438","folders","folder"
"1439","folks","folk"
"1440","fools","fool"
"1441","forecasts","forecast"
"1442","foreheads","forehead"
"1443","foreigners","foreigner"
"1444","forms","form"
"1445","fountains","fountain"
"1446","frames","frame"
"1447","freezers","freezer"
"1449","fridges","fridge"
"1450","friendships","friendship"
"1451","frogs","frog"
"1452","fuels","fuel"
"1453","furs","fur"
"1454","futures","future"
"1455","garages","garage"
"1456","garbages","garbage"
"1457","agas","gas"
"1461","gabs","gas"
"1462","gags","gas"
"1463","gams","gas"
"1464","gaps","gas"
"1465","gars","gas"
"1466","gas","gas"
"1467","gays","gas"
"1468","gals","gas"
"1469","gras","gas"
"1471","gates","gate"
"1472","generations","generation"
"1473","ghosts","ghost"
"1474","giraffes","giraffe"
"1475","goals","goal"
"1476","goalkeepers","goalkeeper"
"1477","goats","goat"
"1478","governments","government"
"1479","grades","grade"
"1480","graduations","graduation"
"1481","graphics","graphics"
"1482","greetings","greeting"
"1483","grills","grill"
"1484","groceries","groceries"
"1485","grooms","groom"
"1486","guards","guard"
"1487","guess","guess"
"1488","guests","guess"
"1489","guides","guide"
"1490","guitarists","guitarist"
"1491","guns","gun"
"1492","gymnastics","gymnastics"
"1493","habits","habit"
"1494","haircuts","haircut"
"1495","hairdressers","hairdresser"
"1496","hairstylists","hairstylist"
"1497","handkerchiefs","handkerchief"
"1498","happiness","happiness"
"1499","harbors","harbor"
"1500","heads","head"
"1501","headlines","headline"
"1503","hearts","heart"
"1504","heats","heat"
"1505","heaters","heater"
"1506","heels","heel"
"1507","heights","height"
"1508","herbs","herb"
"1512","hits","hit"
"1513","holes","hole"
"1515","honeymoons","honeymoon"
"1517","hopes","hope"
"1518","hostels","hostel"
"1519","hugs","hug"
"1520","humans","human"
"1521","hungers","hunger"
"1522","huts","hut"
"1523","ideas","idea"
"1525","illness","illness"
"1526","imaginations","imagination"
"1527","immigrations","immigration"
"1528","improvements","improvement"
"1529","infinitives","infinitive"
"1530","ingredients","ingredient"
"1531","initials","initial"
"1532","inks","ink"
"1534","instructors","instructor"
"1535","interests","interest"
"1536","intermissions","intermission"
"1537","interviews","interview"
"1538","inventions","invention"
"1539","irons","iron"
"1540","ironings","ironing"
"1541","issues","issue"
"1542","items","item"
"1543","jails","jail"
"1544","jars","jar"
"1545","jets","jet"
"1546","jokes","joke"
"1547","journalists","journalist"
"1548","judges","judge"
"1549","jumps","jump"
"1550","jungles","jungle"
"1551","kangaroos","kangaroo"
"1552","keepers","keeper"
"1553","kettles","kettle"
"1554","keys","key"
"1555","killers","killer"
"1556","killings","killing"
"1557","kits","kit"
"1558","kittens","kitten"
"1559","knees","knee"
"1560","knowledges","knowledge"
"1561","labs","lab"
"1562","labels","label"
"1563","ladders","ladder"
"1566","lambs","lamb"
"1567","lands","land"
"1568","landscapes","landscape"
"1569","languages","language"
"1570","laughs","laugh"
"1571","laws","law"
"1572","lawyers","lawyer"
"1573","leaders","leader"
"1575","leagues","league"
"1576","lectures","lecture"
"1577","lengths","length"
"1578","lettuces","lettuce"
"1579","lies","lie"
"1580","lifes","life"
"1581","lights","light"
"1582","lighters","lighter"
"1583","lightnings","lightning"
"1584","limits","limit"
"1585","lines","line"
"1586","links","link"
"1587","lips","lip"
"1588","liquids","liquid"
"1589","literatures","literature"
"1590","loans","loan"
"1591","locations","location"
"1592","locks","lock"
"1594","logos","logo"
"1596","looks","look"
"1597","loves","love"
"1598","lovers","lover"
"1600","madams","madam"
"1601","malls","mall"
"1602","marriages","marriage"
"1603","materials","material"
"1604","maximums","maximum"
"1605","meanings","meaning"
"1606","medicines","medicine"
